frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1426	7.150249	4	919.396	422.347	2411.501	1442.974	3149.137	1541.735	4134.282	271.186	--undefined--	--undefined--
1427	7.155249	4	927.433	293.528	2554.499	693.237	3153.812	1898.937	4121.215	159.003	--undefined--	--undefined--
1428	7.160249	4	1014.221	185.618	2433.791	427.740	3339.907	815.112	4134.092	132.429	--undefined--	--undefined--
1429	7.165249	4	1088.597	168.133	2427.062	451.574	3377.713	575.365	4116.572	153.768	--undefined--	--undefined--
1430	7.170249	4	1077.106	288.837	2486.599	754.976	3340.623	812.354	4081.349	158.586	--undefined--	--undefined--
1431	7.175249	4	909.842	275.793	2608.823	527.652	3464.259	1289.028	4082.907	108.100	--undefined--	--undefined--
1432	7.180249	4	933.208	165.921	2584.074	288.044	3783.220	1106.585	4098.487	82.179	--undefined--	--undefined--
1433	7.185249	4	953.162	75.301	2481.439	274.976	3621.228	1257.234	4100.477	48.123	--undefined--	--undefined--
1434	7.190249	4	877.334	257.635	2600.777	3215.375	2725.040	531.876	4091.315	52.610	--undefined--	--undefined--
1435	7.195249	4	714.494	344.408	2535.025	573.737	3252.133	652.306	4122.256	153.359	--undefined--	--undefined--
1436	7.200249	5	527.234	537.981	879.835	691.725	2522.321	227.255	3293.837	205.553	4119.987	140.716
1437	7.205249	5	504.734	296.488	1010.275	596.160	2518.585	174.895	3281.033	161.791	4108.447	96.850
1438	7.210249	5	489.704	188.003	1069.744	565.001	2515.743	142.930	3267.775	124.905	4106.092	108.799
1439	7.215249	5	474.165	122.391	1067.302	405.703	2497.624	117.826	3255.442	125.534	4096.621	122.812
1440	7.220249	5	468.194	99.401	1059.597	374.967	2483.204	108.083	3234.135	159.104	4076.637	231.879
1441	7.225249	5	466.998	110.596	1055.811	419.378	2488.880	108.328	3226.488	183.584	4032.867	326.069
1442	7.230249	5	464.931	100.440	1055.270	373.560	2490.332	95.632	3211.354	154.692	4035.952	125.234
1443	7.235249	5	460.574	86.374	1054.509	346.647	2520.313	101.757	3198.631	138.900	4046.148	68.387
1444	7.240249	5	461.362	75.242	1054.353	333.861	2528.044	107.477	3202.036	144.022	4049.521	69.226
1445	7.245249	5	460.688	74.520	1053.164	368.131	2537.102	124.269	3194.758	168.464	4065.488	82.061
1446	7.250249	5	461.854	74.061	1055.718	389.292	2541.058	144.290	3165.901	192.919	4078.211	74.701
1447	7.255249	5	460.803	69.077	1056.497	363.251	2537.696	142.876	3138.628	177.418	4067.715	68.613
1448	7.260249	5	458.850	64.636	1055.001	313.737	2532.164	126.624	3196.246	166.754	4067.715	75.804
1449	7.265249	5	458.607	60.810	1057.158	276.960	2532.047	122.841	3218.502	152.939	4071.945	61.081
1450	7.270249	5	457.543	62.393	1059.494	253.577	2558.396	139.884	3217.027	161.589	4081.986	54.731
1451	7.275249	5	460.101	67.129	1071.109	263.626	2566.671	145.241	3224.037	168.857	4081.712	90.412
1452	7.280249	5	460.461	71.780	1081.173	265.460	2565.586	142.620	3216.185	151.057	4068.178	133.763
1453	7.285249	5	460.532	74.584	1081.288	247.397	2551.025	155.366	3200.998	164.596	4090.562	113.653
1454	7.290249	5	461.211	81.498	1087.754	259.147	2548.869	178.646	3194.687	184.457	4109.255	116.085
1455	7.295249	5	460.664	81.260	1097.712	256.566	2539.139	179.098	3188.373	161.706	4094.096	97.280
1456	7.300249	5	460.615	75.803	1111.629	272.699	2527.370	169.773	3192.394	140.761	4066.056	117.462
1457	7.305249	5	459.991	72.568	1144.796	379.403	2545.321	199.318	3202.568	154.398	4023.549	151.735
1458	7.310249	5	457.410	63.821	1192.752	403.403	2553.880	216.547	3220.432	155.997	4034.195	135.506
1459	7.315249	5	454.159	62.235	1225.348	371.387	2563.456	212.723	3225.811	152.639	4022.731	156.100
1460	7.320249	5	452.988	76.257	1250.240	340.158	2568.969	215.639	3224.578	157.800	3941.894	238.571
1461	7.325249	5	450.088	83.282	1262.710	336.635	2562.995	233.227	3219.843	169.288	3797.640	330.244
1462	7.330249	5	444.892	82.056	1298.841	506.454	2563.992	306.495	3197.833	205.977	3622.543	292.666
1463	7.335249	5	438.563	81.205	1374.771	695.490	2575.429	389.680	3154.868	257.583	3563.942	340.365
1464	7.340249	5	427.571	111.363	1391.186	555.988	2614.685	378.372	3122.151	202.041	3587.712	630.932
1465	7.345249	5	430.506	137.022	1459.712	507.456	2647.500	396.428	3133.886	175.284	3896.268	1254.440
1466	7.350249	5	398.656	233.981	1599.573	508.829	2513.877	612.979	3135.124	320.607	4527.266	1594.834
1467	7.355249	5	253.770	156.656	1610.278	443.982	2460.729	525.510	3140.902	617.026	4765.585	868.902
1468	7.360249	5	230.041	55.074	1355.192	368.639	2554.179	219.542	3334.494	541.949	4805.546	518.813
1469	7.365249	5	225.424	35.468	1350.967	513.337	2561.913	167.501	3464.166	449.942	4652.137	340.627
1470	7.370249	5	226.454	31.483	1459.968	835.778	2569.510	167.419	3514.531	423.009	4586.418	371.693
1471	7.375249	5	222.713	35.291	1459.363	823.189	2599.330	223.601	3604.942	519.946	4619.679	531.841
1472	7.380249	5	223.566	36.975	1358.958	683.668	2597.462	184.431	3692.087	520.883	4716.365	489.079
1473	7.385249	5	220.927	45.878	1390.626	652.508	2612.492	211.955	3675.062	452.458	4716.150	404.407
1474	7.390249	5	220.529	50.595	1519.005	720.555	2630.925	235.477	3687.833	580.770	4732.011	424.499
1475	7.395249	5	213.820	60.288	1630.469	597.372	2680.513	486.828	3681.220	936.657	4694.554	439.289
1476	7.400249	5	226.882	74.098	1719.200	698.851	2888.959	748.971	3426.067	1312.593	4623.736	441.079
1477	7.405249	5	232.592	208.668	2073.778	939.190	2979.580	345.789	3497.859	913.702	4587.978	833.350
1478	7.410249	4	1798.057	1053.483	3005.270	492.547	3376.644	804.835	4528.503	1120.947	--undefined--	--undefined--
1479	7.415249	5	745.684	1096.926	1867.215	767.956	3055.999	475.128	3519.823	453.370	4812.961	760.583
1480	7.420249	5	757.470	1549.108	1827.226	1027.059	3033.729	825.465	3540.290	288.233	4834.522	380.438
1481	7.425249	4	1279.084	1795.688	2619.973	448.104	3563.119	118.958	4770.210	276.214	--undefined--	--undefined--
1482	7.430249	5	238.475	1075.690	2590.406	101.856	3521.908	98.220	3946.456	600.823	4870.307	174.719
1483	7.435249	4	2587.137	146.556	3546.761	78.334	3928.719	584.250	4871.991	402.466	--undefined--	--undefined--
1484	7.440249	4	856.324	4985.201	2587.769	236.176	3589.273	59.172	4358.463	434.755	--undefined--	--undefined--
1485	7.445249	4	1910.383	3936.419	2603.473	410.133	3517.228	192.180	4395.219	465.229	--undefined--	--undefined--
1486	7.450249	5	258.654	1724.568	2482.681	428.384	3352.119	158.148	4156.729	306.207	4903.382	1542.855
1487	7.455249	4	2320.657	730.828	3355.133	183.098	4137.388	147.006	5117.851	1696.162	--undefined--	--undefined--
1488	7.460249	4	1882.972	860.600	3382.464	259.746	4112.331	188.096	4874.152	1350.951	--undefined--	--undefined--
1489	7.465249	4	1867.528	809.964	3231.238	470.175	4028.493	159.145	4818.323	646.385	--undefined--	--undefined--
1490	7.470249	4	1705.062	648.486	2907.604	599.816	3981.992	143.098	4779.019	592.972	--undefined--	--undefined--
1491	7.475249	4	1674.556	305.657	2836.221	447.494	3930.544	109.848	4628.278	542.433	--undefined--	--undefined--
1492	7.480249	4	1711.722	405.630	2753.047	330.277	3895.098	94.222	4555.073	345.587	--undefined--	--undefined--
1493	7.485249	4	1717.560	474.180	2668.624	273.907	3865.454	156.183	4460.507	319.251	--undefined--	--undefined--
1494	7.490249	4	1673.325	432.906	2682.845	464.271	3748.566	332.935	4430.670	259.701	--undefined--	--undefined--
1495	7.495249	4	1805.673	891.227	2683.815	2916.403	3503.299	314.341	4344.758	416.972	--undefined--	--undefined--
1496	7.500249	4	1544.414	2273.501	2250.833	1309.181	3465.615	230.624	4122.043	225.096	--undefined--	--undefined--
1497	7.505249	4	1408.182	676.457	2681.349	362.521	3561.229	284.606	4088.792	156.522	--undefined--	--undefined--
1498	7.510249	4	1395.485	671.727	2681.849	188.137	3666.771	253.866	4211.253	320.023	--undefined--	--undefined--
1499	7.515249	4	1462.231	498.550	2699.848	202.196	3609.079	252.014	4317.569	293.301	--undefined--	--undefined--
1500	7.520249	4	1479.555	491.976	2772.710	518.997	3544.266	240.535	4407.615	471.003	--undefined--	--undefined--
1501	7.525249	4	1518.922	732.034	2953.000	977.487	3615.029	358.220	4555.173	736.213	--undefined--	--undefined--
1502	7.530249	4	1632.162	724.153	3383.564	610.941	4103.103	2349.653	4169.202	786.937	--undefined--	--undefined--
1503	7.535249	4	1385.633	844.686	2626.168	946.118	3448.625	517.587	4280.335	304.184	--undefined--	--undefined--
1504	7.540249	4	1325.461	516.455	2681.666	455.462	3665.919	642.680	4281.863	416.082	--undefined--	--undefined--
1505	7.545249	4	1316.984	644.561	2787.576	496.527	3814.259	567.825	4360.272	624.637	--undefined--	--undefined--
1506	7.550249	4	1312.084	905.053	2861.362	472.183	3834.017	438.144	4622.944	728.910	--undefined--	--undefined--
1507	7.555249	4	1182.134	657.779	2864.683	882.949	3568.647	534.800	4607.534	748.396	--undefined--	--undefined--
1508	7.560249	4	1167.079	664.903	2801.845	1162.183	3450.155	387.201	4473.467	409.277	--undefined--	--undefined--
1509	7.565249	4	1432.872	660.353	3049.693	1023.263	3507.906	667.562	4484.316	463.085	--undefined--	--undefined--
1510	7.570249	5	337.708	1853.536	1557.451	412.989	3139.254	605.911	3854.420	1252.096	4485.696	633.232
1511	7.575249	5	650.117	761.110	1631.706	397.681	2988.108	277.990	4130.819	771.197	4644.828	744.643
1512	7.580249	5	599.143	827.365	1629.203	460.174	2981.639	251.744	4004.670	1221.140	4584.799	660.415
1513	7.585249	5	669.751	813.907	1707.397	644.593	2973.259	605.401	3688.028	1498.475	4503.215	655.438
1514	7.590249	5	666.849	606.851	1787.120	464.676	2756.586	781.528	3766.159	668.948	4573.132	466.083
1515	7.595249	4	1651.983	564.941	2749.334	1045.886	3748.129	770.972	4591.681	595.008	--undefined--	--undefined--
1516	7.600249	4	1537.223	430.457	2381.695	776.040	3456.105	498.944	4547.019	543.729	--undefined--	--undefined--
1517	7.605249	4	1633.289	531.838	2293.465	938.158	3469.072	564.213	4609.673	706.160	--undefined--	--undefined--
1518	7.610249	4	1688.488	701.812	2581.755	1299.029	3704.811	708.725	4799.858	821.992	--undefined--	--undefined--
1519	7.615249	5	741.066	1105.045	1905.761	774.736	2355.047	2664.004	3695.024	781.677	4758.657	730.362
1520	7.620249	5	670.142	902.648	1893.444	539.191	2453.687	3553.277	3711.070	727.404	4718.314	750.801
1521	7.625249	5	642.484	879.610	1708.017	620.974	2980.790	1220.886	3873.909	811.951	4826.313	1056.284
1522	7.630249	5	754.964	1097.218	1562.719	1002.246	2702.243	822.500	3870.420	679.723	4819.986	761.450
1523	7.635249	5	880.573	664.484	1560.986	2505.809	2643.923	695.841	4006.043	1861.972	4422.985	516.972
1524	7.640249	5	806.565	541.744	2316.465	889.283	3034.876	1697.930	4393.544	501.619	4950.675	6365.835
1525	7.645249	5	549.175	1056.927	1842.688	560.024	2791.189	830.460	4068.533	619.681	4803.436	1515.080
1526	7.650249	4	1692.429	423.635	2929.873	1144.278	4209.025	817.565	4281.773	3003.064	--undefined--	--undefined--
1527	7.655249	4	1549.583	492.925	2517.008	1427.036	3605.142	1162.920	4432.892	918.693	--undefined--	--undefined--
1528	7.660249	5	1068.228	1646.337	1573.718	691.631	2875.228	1149.592	3762.002	1198.609	4707.115	943.253
1529	7.665249	4	1451.222	547.597	2284.212	2110.303	3282.611	557.942	4685.264	716.906	--undefined--	--undefined--
1530	7.670249	5	633.093	854.098	1553.112	499.943	2977.679	1192.178	3381.482	632.405	4721.985	463.560
1531	7.675249	5	619.748	510.737	1508.476	394.089	2722.028	586.895	3648.413	386.892	4741.048	319.277
1532	7.680249	5	644.813	747.988	1515.772	429.197	2836.679	554.277	3690.561	500.759	4748.212	515.079
1533	7.685249	5	544.761	987.406	1530.340	481.494	2990.928	623.548	3614.548	958.108	4633.472	710.367
1534	7.690249	4	1493.739	781.559	2704.995	2192.203	3319.959	649.908	4564.005	711.494	--undefined--	--undefined--
1535	7.695249	4	1526.493	821.684	2336.512	1189.252	3427.917	460.788	4614.978	566.417	--undefined--	--undefined--
1536	7.700249	5	418.125	1239.561	1705.989	530.031	2958.414	1338.180	3423.836	535.529	4633.162	484.525
1537	7.705249	5	432.226	1127.953	1657.382	639.954	3155.830	2014.461	3322.022	505.726	4625.372	562.337
1538	7.710249	5	542.743	877.075	1685.335	719.208	2955.084	448.060	3837.979	1146.746	4730.284	1098.463
1539	7.715249	5	537.351	1039.882	1657.135	468.119	2920.224	269.677	4178.062	876.947	4615.621	1632.192
1540	7.720249	5	282.941	1901.743	1560.923	459.377	2872.318	451.209	3972.365	1022.530	4671.308	1134.299
1541	7.725249	4	1572.496	350.013	2835.022	579.915	3902.346	977.057	4840.239	1106.141	--undefined--	--undefined--
1542	7.730249	4	1589.130	223.534	2910.783	458.826	3939.726	1425.159	4686.305	942.967	--undefined--	--undefined--
1543	7.735249	5	259.386	1300.676	1567.645	299.625	2967.580	435.898	3542.619	920.257	4666.585	635.513
1544	7.740249	5	514.245	963.855	1592.241	400.161	2929.919	519.107	3496.390	436.596	4826.897	585.679
1545	7.745249	5	380.495	1232.815	1631.298	305.686	3045.571	354.301	3643.877	851.594	4720.519	548.783
1546	7.750249	5	477.362	1042.999	1637.519	222.957	3068.351	266.301	3924.220	1199.446	4584.530	549.618
1547	7.755249	5	663.949	965.830	1631.125	352.486	2944.736	234.581	4215.859	819.742	4605.758	1021.928
1548	7.760249	5	775.441	938.179	1630.483	469.557	2883.003	132.962	4143.205	874.955	4548.075	727.021
1549	7.765249	5	673.653	1117.867	1531.144	449.241	2877.427	227.426	3803.013	715.651	4531.965	391.105
1550	7.770249	5	625.436	703.638	1602.046	377.286	2910.058	309.637	3797.364	573.235	4594.713	559.161
1551	7.775249	5	413.883	940.248	1579.913	447.201	2814.442	248.664	3775.260	477.223	4658.891	541.966
1552	7.780249	4	1548.197	535.192	2791.642	317.037	3768.459	627.398	4622.000	554.241	--undefined--	--undefined--
1553	7.785249	5	485.073	1010.470	1584.621	459.628	2932.938	453.185	3689.190	906.576	4656.148	493.394
1554	7.790249	5	442.650	1126.616	1608.287	430.849	3026.926	860.558	3413.517	853.609	4773.367	448.875
1555	7.795249	4	1622.009	446.297	2959.620	1310.995	3464.566	774.723	4813.542	731.086	--undefined--	--undefined--
1556	7.800249	4	1529.690	794.196	2044.588	3010.465	3324.035	746.850	4402.172	1257.556	--undefined--	--undefined--
1557	7.805249	5	841.210	800.121	1646.372	527.672	3041.531	527.851	4110.453	918.428	4773.243	1703.354
1558	7.810249	5	882.431	391.942	1690.691	362.983	2934.260	377.995	3972.669	660.287	4756.694	752.303
1559	7.815249	5	889.695	347.328	1750.374	532.159	2959.758	725.819	3743.158	688.401	4826.762	690.763
1560	7.820249	5	837.077	570.795	1668.556	524.898	3078.903	986.527	3617.570	702.741	4776.009	609.022
1561	7.825249	5	737.194	840.847	1655.734	431.233	2950.362	931.983	3668.014	717.245	4739.694	654.665
1562	7.830249	5	480.966	1544.543	1595.384	389.430	2897.164	754.999	3905.014	896.297	4816.374	1347.390
1563	7.835249	5	661.535	1151.250	1571.994	527.090	2783.825	618.525	3889.603	802.730	4836.261	1032.603
1564	7.840249	5	966.805	1240.767	1350.292	1739.339	2638.597	951.240	3818.785	1031.327	4615.073	998.725
1565	7.845249	5	509.724	1354.436	1546.527	937.733	2726.726	1224.082	3879.514	841.657	4761.165	1318.943
1566	7.850249	5	424.122	1121.663	1443.645	729.557	2536.105	799.753	3674.753	393.431	4836.271	469.849
1567	7.855249	4	1154.344	488.470	2348.451	557.018	3557.348	298.816	4812.685	197.475	--undefined--	--undefined--
1568	7.860249	4	1116.354	601.676	2407.985	673.002	3520.818	613.069	4730.340	319.771	--undefined--	--undefined--
1569	7.865249	5	635.311	1162.511	1889.913	1196.384	2783.927	1252.904	3589.835	1202.258	4671.396	470.398
1570	7.870249	4	1105.199	1156.562	2010.871	931.856	3362.168	693.102	4646.230	642.518	--undefined--	--undefined--
1571	7.875249	5	774.527	940.904	1725.356	627.335	2979.525	1444.456	3520.840	1028.936	4683.870	433.565
1572	7.880249	5	775.482	677.802	1679.200	501.432	2793.189	975.059	3751.336	585.429	4687.153	363.449
1573	7.885249	5	921.857	706.945	1695.571	1041.371	2770.225	1197.362	3812.707	612.120	4659.859	702.241
1574	7.890249	5	1051.557	1033.561	1260.315	2596.505	2540.424	916.193	3741.042	772.051	4540.030	786.968
1575	7.895249	5	421.809	1452.954	1780.908	661.004	2764.471	1164.678	3668.281	1057.622	4442.746	562.162
1576	7.900249	5	300.348	1460.891	1752.913	480.390	3075.448	981.919	3681.612	1844.414	4501.437	525.231
1577	7.905249	4	1702.274	559.129	2964.255	1753.799	3523.628	1012.423	4591.531	510.843	--undefined--	--undefined--
1578	7.910249	4	1430.539	4120.345	1677.184	881.070	3417.432	570.453	4501.879	522.571	--undefined--	--undefined--
1579	7.915249	5	492.645	687.870	1718.696	521.400	3363.352	674.267	4368.265	492.101	4399.192	5154.160
1580	7.920249	5	398.227	626.697	1636.283	240.211	2975.502	940.806	4179.676	372.725	4319.416	1592.217
1581	7.925249	4	1558.530	349.830	2955.566	1671.970	3249.376	2186.133	4182.746	328.038	--undefined--	--undefined--
1582	7.930249	4	1490.467	311.000	2417.956	1393.594	3389.615	957.683	4243.893	284.914	--undefined--	--undefined--
1583	7.935249	4	1541.249	158.339	3161.843	1292.656	3474.507	1554.065	4261.498	349.751	--undefined--	--undefined--
1584	7.940249	4	1552.775	130.396	2209.562	2515.169	3386.677	565.089	4189.608	538.216	--undefined--	--undefined--
1585	7.945249	4	1526.817	184.530	2344.747	962.039	3397.760	686.396	4214.266	497.582	--undefined--	--undefined--
1586	7.950249	4	1439.034	460.693	2310.797	389.175	3410.666	587.011	4284.012	376.858	--undefined--	--undefined--
1587	7.955249	4	1225.489	837.454	2319.140	202.724	3437.746	452.055	4267.644	394.942	--undefined--	--undefined--
1588	7.960249	4	1314.760	719.552	2353.603	285.320	3577.715	603.018	4286.389	522.173	--undefined--	--undefined--
1589	7.965249	4	1488.272	947.764	2297.655	779.373	3588.048	578.402	4269.833	563.339	--undefined--	--undefined--
1590	7.970249	4	1322.310	924.744	2256.091	485.168	3480.023	344.300	4352.943	464.050	--undefined--	--undefined--
1591	7.975249	4	1307.363	713.877	2294.118	402.822	3477.523	287.844	4405.114	547.642	--undefined--	--undefined--
1592	7.980249	4	1385.595	587.961	2193.933	812.580	3487.758	487.043	3830.736	1377.281	--undefined--	--undefined--
1593	7.985249	4	1684.092	596.250	2749.105	1752.285	3522.766	405.887	4044.859	2121.578	--undefined--	--undefined--
1594	7.990249	5	342.516	317.209	1583.870	481.114	2337.150	466.298	3451.417	271.504	3884.340	425.733
1595	7.995249	5	374.137	217.920	1553.666	384.199	2316.014	321.126	3347.211	204.892	3808.456	173.790
1596	8.000249	5	377.878	251.369	1569.235	461.427	2297.877	306.423	3299.548	167.750	3771.675	153.307
1597	8.005249	5	380.800	228.982	1550.538	380.638	2301.996	262.900	3301.261	139.188	3775.555	134.300
1598	8.010249	5	372.366	292.498	1538.365	330.568	2328.636	314.317	3309.823	146.173	3780.489	188.520
1599	8.015249	5	366.056	318.477	1509.387	285.335	2338.080	294.312	3319.860	130.371	3769.786	220.223
1600	8.020249	5	359.445	321.745	1484.751	235.019	2339.582	279.178	3323.590	121.513	3728.166	214.087
1601	8.025249	5	337.592	382.766	1477.912	239.211	2333.629	320.494	3313.949	157.547	3741.370	233.603
1602	8.030249	5	336.275	376.272	1476.995	236.924	2327.604	306.823	3294.210	158.569	3768.363	210.687
1603	8.035249	5	347.258	316.355	1494.225	253.608	2358.525	334.403	3279.346	157.199	3776.419	194.619
1604	8.040249	5	351.480	297.997	1501.998	282.608	2334.962	311.908	3286.862	153.812	3748.235	200.146
1605	8.045249	5	349.836	320.454	1525.518	363.490	2306.734	310.915	3292.582	181.449	3686.372	235.516
1606	8.050249	5	352.454	304.906	1564.552	434.033	2296.747	321.362	3261.456	205.080	3700.469	224.227
1607	8.055249	5	358.729	299.911	1580.274	465.512	2290.773	315.648	3225.500	187.516	3714.495	186.831
