frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)
725	3.645249	5	1216.636	641.190	1758.357	842.007	2909.184	270.698	3706.201	816.053	4605.738	640.050	--undefined--	--undefined--
726	3.650249	5	635.996	1377.626	1595.839	916.770	2576.059	991.181	3461.967	723.293	4460.450	577.245	--undefined--	--undefined--
727	3.655249	5	768.333	1366.248	1400.331	1889.151	2244.313	878.044	3373.482	655.289	4407.296	466.665	--undefined--	--undefined--
728	3.660249	5	985.465	472.870	1964.269	447.433	2944.053	660.108	3738.635	892.282	4395.397	633.254	--undefined--	--undefined--
729	3.665249	5	1042.455	688.787	2097.695	887.605	3017.579	1257.395	4052.688	1083.578	4208.592	1346.106	--undefined--	--undefined--
730	3.670249	5	1094.141	524.161	2218.273	752.871	2619.061	2285.721	3539.305	748.681	4416.555	625.780	--undefined--	--undefined--
731	3.675249	5	1018.922	298.474	1921.743	554.722	2710.125	664.306	3655.101	406.091	4635.830	658.081	--undefined--	--undefined--
732	3.680249	5	848.623	807.827	1873.229	808.643	2898.800	695.286	3859.464	985.338	4836.870	1017.056	--undefined--	--undefined--
733	3.685249	6	524.137	1292.756	1094.614	2062.950	1957.728	651.206	3032.513	467.657	3956.696	652.824	4848.097	698.361
734	3.690249	5	1167.971	911.700	1996.356	557.117	3093.761	481.688	3888.065	667.506	4862.183	491.548	--undefined--	--undefined--
735	3.695249	5	1119.279	547.779	1880.936	655.674	2804.579	983.374	3544.945	652.892	4637.303	492.074	--undefined--	--undefined--
736	3.700249	5	1203.179	678.225	1844.153	1004.384	2532.040	1003.746	3550.772	543.516	4653.243	328.281	--undefined--	--undefined--
737	3.705249	5	1291.104	837.918	2175.826	682.806	3442.444	728.307	4042.028	2133.967	4744.076	528.198	--undefined--	--undefined--
738	3.710249	6	554.342	709.312	1655.612	776.210	2336.131	924.635	3308.531	658.185	4237.337	875.996	4848.257	704.850
739	3.715249	6	596.101	609.436	1665.512	466.963	2480.122	740.830	3327.377	655.853	4158.509	689.415	4867.269	633.228
740	3.720249	6	631.905	487.284	1705.809	387.166	2778.311	311.018	3733.207	509.867	4270.936	542.892	5168.016	1902.080
741	3.725249	5	633.640	403.275	1720.863	437.471	2778.333	160.980	3699.759	316.904	4261.620	296.359	--undefined--	--undefined--
742	3.730249	5	584.393	525.678	1643.183	456.418	2755.976	210.121	3725.558	343.135	4294.803	290.056	--undefined--	--undefined--
743	3.735249	5	499.552	578.142	1401.041	396.531	2538.562	461.728	3572.849	766.434	4267.284	532.223	--undefined--	--undefined--
744	3.740249	6	561.085	542.935	1305.090	287.113	2552.941	384.961	3566.423	475.349	4199.260	1018.775	4568.142	1118.166
745	3.745249	6	700.683	1143.098	1133.578	416.643	2633.293	382.172	3584.676	169.595	4125.218	2865.350	4610.509	617.348
746	3.750249	6	927.185	1232.507	1079.835	309.521	2682.497	243.926	3618.694	170.744	4561.509	4076.654	4622.718	589.899
747	3.755249	6	819.664	273.389	1305.144	330.990	2683.142	177.222	3690.784	781.661	3825.748	577.731	4769.932	731.463
748	3.760249	6	805.137	184.225	1363.509	300.302	2676.980	103.711	3634.681	542.888	3976.621	393.892	4775.137	878.416
749	3.765249	6	813.307	261.986	1286.552	436.222	2670.504	95.328	3659.429	515.361	3970.928	253.764	4795.740	1170.437
750	3.770249	5	806.982	256.875	1324.076	455.682	2671.539	114.047	3632.367	425.710	3981.925	124.069	--undefined--	--undefined--
751	3.775249	5	791.739	329.443	1311.724	423.422	2692.070	132.480	3710.689	491.636	3976.960	202.250	--undefined--	--undefined--
752	3.780249	6	807.007	571.552	1245.717	354.583	2728.751	172.832	3748.963	373.309	3991.010	525.470	4925.121	1091.346
753	3.785249	6	859.512	923.908	1138.544	237.885	2690.982	146.341	3685.899	332.440	3944.024	542.714	4722.337	797.969
754	3.790249	6	920.697	613.299	1136.402	327.957	2677.421	111.799	3631.317	279.375	4021.248	451.737	4713.194	759.814
755	3.795249	6	908.375	312.283	1273.103	396.332	2673.957	134.319	3588.845	231.930	4008.452	235.497	4894.059	608.728
756	3.800249	6	939.023	169.720	1262.799	540.143	2645.885	97.409	3563.306	223.966	4024.475	190.042	4880.805	511.858
757	3.805249	6	956.045	145.863	1204.171	747.045	2648.639	101.018	3555.807	217.458	4058.149	193.989	4868.823	655.719
758	3.810249	6	953.702	159.200	1268.502	1029.971	2664.964	121.612	3627.712	226.290	4095.679	255.758	4852.811	1007.560
759	3.815249	6	943.840	159.141	1299.038	1087.709	2705.510	75.529	3641.973	223.541	4111.755	236.497	5015.029	1280.593
760	3.820249	6	989.141	176.198	1088.621	1256.060	2701.321	66.597	3639.316	254.704	4088.620	238.066	5235.790	1412.764
761	3.825249	5	995.780	128.245	1124.670	1497.203	2706.992	118.751	3749.799	347.994	4111.662	260.072	--undefined--	--undefined--
762	3.830249	5	955.102	166.576	1245.803	953.393	2734.435	84.466	3747.929	253.031	4161.164	183.628	--undefined--	--undefined--
763	3.835249	5	957.908	264.211	1226.524	616.843	2722.163	67.406	3716.296	207.265	4138.727	237.128	--undefined--	--undefined--
764	3.840249	6	972.953	216.195	1197.453	908.704	2679.571	88.937	3584.935	286.401	4066.174	382.719	4897.283	684.989
765	3.845249	6	880.108	255.162	1132.768	874.378	2685.715	138.824	3474.634	195.462	4085.811	328.371	4969.184	573.238
766	3.850249	5	790.123	721.438	1037.382	453.959	2698.242	227.480	3518.613	278.640	4111.314	234.819	--undefined--	--undefined--
767	3.855249	5	238.665	971.108	1082.597	192.416	2669.736	129.298	3693.927	243.920	4204.005	193.671	--undefined--	--undefined--
768	3.860249	5	525.013	365.693	1072.196	200.212	2669.920	102.295	3631.038	195.888	4216.747	205.534	--undefined--	--undefined--
769	3.865249	5	574.236	286.006	1070.427	187.517	2670.038	113.125	3578.839	209.885	4123.958	322.965	--undefined--	--undefined--
770	3.870249	6	584.432	295.841	1070.780	200.064	2653.570	113.694	3542.843	368.419	4021.710	4170.568	4119.369	228.146
771	3.875249	6	597.294	247.200	1084.452	166.118	2642.757	106.142	3534.827	493.026	3578.014	3086.940	4118.977	192.626
772	3.880249	6	610.745	229.249	1099.351	141.700	2638.738	161.283	3313.063	3095.165	3477.895	540.765	4066.273	196.518
773	3.885249	6	610.306	181.641	1107.548	107.543	2635.695	155.714	2991.719	2015.476	3551.515	479.814	4096.824	195.892
774	3.890249	6	613.276	145.067	1112.411	90.159	2624.521	131.098	2887.241	1532.380	3568.785	330.453	4136.154	159.805
775	3.895249	6	620.370	157.460	1127.456	95.762	2622.382	105.407	3449.143	530.939	3629.363	1906.229	4036.025	320.589
776	3.900249	6	623.766	144.707	1132.479	89.811	2623.855	92.429	3371.096	500.105	3954.301	313.819	4016.291	1967.934
777	3.905249	6	617.622	121.446	1130.699	72.693	2614.085	116.207	3142.141	962.540	3571.998	456.141	4132.089	320.120
778	3.910249	6	621.092	91.800	1128.905	56.735	2607.197	122.881	2996.457	795.704	3565.640	303.858	4156.974	205.631
779	3.915249	6	621.136	94.051	1133.412	62.177	2600.647	135.533	3008.796	677.815	3603.376	328.630	4134.674	212.425
780	3.920249	6	625.216	82.538	1131.992	56.400	2594.934	123.822	3049.639	623.943	3620.339	335.644	4161.073	238.542
781	3.925249	6	625.273	89.907	1132.226	60.273	2583.380	131.342	3057.407	527.095	3636.258	352.584	4204.735	280.624
782	3.930249	6	623.445	86.028	1129.919	60.077	2581.995	121.485	3086.844	519.371	3677.025	371.751	4215.365	317.732
783	3.935249	6	618.060	100.714	1132.480	75.788	2578.736	117.971	3092.002	488.866	3724.367	378.362	4222.450	342.830
784	3.940249	6	617.294	96.232	1136.447	87.697	2566.610	136.807	3039.722	472.142	3690.634	336.778	4204.833	299.897
785	3.945249	6	621.270	76.471	1138.118	83.485	2560.360	127.355	3024.115	441.249	3671.951	309.343	4201.633	251.960
786	3.950249	6	617.790	81.209	1140.434	101.676	2551.797	129.900	3021.623	426.752	3674.347	372.585	4197.844	238.510
787	3.955249	6	619.128	73.343	1138.463	105.977	2550.082	121.629	3024.956	464.921	3661.181	377.382	4192.039	254.390
788	3.960249	6	614.430	76.726	1138.047	128.569	2538.526	134.569	3004.728	500.691	3629.299	352.626	4184.677	268.943
789	3.965249	6	613.231	75.009	1135.453	134.885	2529.512	148.156	2955.754	481.574	3636.687	271.822	4215.759	287.062
790	3.970249	6	608.746	68.093	1146.658	118.561	2520.176	146.151	2943.552	434.101	3638.362	241.192	4228.913	270.444
791	3.975249	6	599.957	70.256	1156.297	103.977	2506.260	161.178	2938.106	429.642	3627.448	266.958	4235.721	223.269
792	3.980249	6	597.049	61.756	1171.696	85.960	2497.651	150.128	2940.083	405.760	3630.965	264.912	4241.900	230.202
793	3.985249	6	585.879	66.209	1187.094	94.830	2486.647	154.442	2934.319	384.033	3623.076	263.033	4252.354	234.409
794	3.990249	6	579.756	59.300	1206.554	97.558	2475.965	147.340	2949.977	390.650	3614.424	297.098	4270.395	171.378
795	3.995249	6	570.384	55.757	1225.697	116.137	2461.773	146.515	2965.960	360.844	3612.686	337.067	4276.717	141.868
796	4.000249	6	558.731	57.049	1259.097	124.214	2455.839	205.029	2964.914	365.364	3585.982	370.658	4261.009	145.716
797	4.005249	6	544.838	52.288	1280.527	106.008	2449.068	240.823	2964.126	327.354	3593.004	362.566	4238.792	144.097
798	4.010249	6	518.952	58.630	1302.076	90.873	2461.996	313.717	2932.541	377.665	3571.269	338.195	4168.572	137.881
799	4.015249	6	485.624	55.245	1309.677	77.835	2482.888	332.720	2922.600	429.587	3528.424	306.846	4121.089	149.130
800	4.020249	6	453.226	58.419	1317.458	85.814	2506.558	287.590	2975.196	509.227	3486.972	352.894	4049.158	249.275
801	4.025249	6	430.429	66.621	1332.602	91.202	2549.975	224.230	3169.793	395.035	3746.277	465.307	4291.601	1315.076
802	4.030249	6	333.191	106.288	1345.510	151.039	2492.993	366.651	3100.587	478.468	3598.245	703.729	4669.427	872.251
803	4.035249	6	238.890	90.464	1335.822	149.015	2453.486	282.088	3053.684	315.688	3634.345	800.512	4719.360	628.461
804	4.040249	6	232.433	54.016	1321.541	116.035	2483.248	395.566	3063.742	503.596	3771.437	767.033	4786.311	865.032
805	4.045249	6	237.990	55.973	1289.733	234.170	2574.364	618.035	2906.080	1826.162	3571.064	458.157	4692.300	619.209
806	4.050249	6	238.158	57.523	1214.728	276.552	2304.708	752.601	3167.711	940.429	3685.048	637.333	4740.743	625.497
807	4.055249	6	236.678	72.884	1187.150	294.892	2195.375	658.434	3296.619	538.064	4177.240	865.297	4714.184	1415.711
808	4.060249	5	233.588	74.177	1213.691	245.225	2463.510	573.413	3449.418	602.109	4276.540	629.280	--undefined--	--undefined--
809	4.065249	5	224.955	67.504	1294.030	303.035	2560.521	453.265	3534.886	559.310	4392.269	639.225	--undefined--	--undefined--
810	4.070249	6	231.511	80.807	1243.425	333.450	2565.835	449.152	3541.309	607.995	4595.102	709.816	4905.025	3443.619
811	4.075249	6	231.860	109.921	1204.306	262.337	2545.692	693.284	3365.588	815.590	3866.594	1367.733	4684.127	473.386
812	4.080249	6	263.360	134.180	1206.756	205.454	2469.781	612.062	3323.074	664.299	4057.356	1001.168	4746.365	618.482
813	4.085249	6	263.623	379.790	1287.155	260.382	2573.336	575.776	3353.785	405.135	3924.010	403.566	4713.953	524.621
814	4.090249	5	1583.925	984.980	2638.390	1077.902	3287.966	645.749	3842.069	415.270	4638.862	661.744	--undefined--	--undefined--
815	4.095249	6	837.102	537.468	1802.795	429.428	2822.657	616.951	3480.759	576.549	3916.891	266.542	4834.417	453.161
816	4.100249	6	833.494	508.403	1780.210	312.891	2882.645	627.889	3783.220	953.445	3896.978	147.744	4927.124	345.293
817	4.105249	6	801.768	746.024	1739.061	334.047	2859.154	819.943	3877.786	79.270	4134.500	509.173	4983.795	355.382
818	4.110249	5	1519.363	349.651	2676.977	833.791	3790.053	282.203	3963.356	278.932	4679.725	511.821	--undefined--	--undefined--
819	4.115249	5	1484.111	525.459	2779.946	418.876	3639.069	175.449	4065.400	312.422	4572.216	181.754	--undefined--	--undefined--
820	4.120249	5	1354.381	845.477	2709.200	295.467	3578.717	166.286	4345.324	439.896	4564.817	321.460	--undefined--	--undefined--
821	4.125249	5	1273.213	744.138	2691.321	149.493	3601.919	214.212	4440.489	305.315	4825.182	445.734	--undefined--	--undefined--
822	4.130249	5	1323.886	674.239	2712.612	125.088	3689.834	118.169	4326.127	229.398	4996.729	387.353	--undefined--	--undefined--
823	4.135249	6	671.860	718.200	1721.269	1003.030	2757.508	244.702	3677.970	27.676	4214.845	109.683	5089.525	466.363
824	4.140249	6	581.599	465.277	1716.343	596.500	2701.656	163.917	3662.959	14.402	4152.687	123.995	4940.730	497.273
825	4.145249	6	510.163	462.118	1640.866	181.973	2677.731	55.931	3639.354	19.239	4168.796	94.258	4888.581	277.946
826	4.150249	6	498.031	536.686	1628.367	120.713	2689.656	50.832	3618.702	69.838	4164.569	94.949	4836.009	219.892
827	4.155249	6	626.529	540.539	1617.122	142.658	2692.923	53.650	3614.488	91.785	4128.664	121.035	4820.792	283.776
828	4.160249	6	643.848	498.114	1583.841	131.257	2703.558	78.948	3601.202	75.230	4153.065	196.534	4961.851	431.318
829	4.165249	6	586.999	364.081	1640.780	165.991	2697.611	38.028	3592.135	65.803	4226.186	169.422	5060.956	631.600
830	4.170249	6	560.657	244.390	1664.899	203.135	2696.144	34.147	3575.384	70.286	4229.921	129.281	4882.147	448.072
831	4.175249	6	596.874	192.730	1605.299	150.591	2710.439	94.653	3574.824	88.995	4178.738	173.630	4766.630	347.796
832	4.180249	6	599.604	278.052	1609.114	72.302	2733.691	274.778	3597.296	104.508	4164.288	326.552	4773.172	512.243
833	4.185249	6	544.010	477.097	1604.162	87.578	2644.092	370.350	3609.476	127.961	4161.626	407.048	4849.478	529.462
834	4.190249	6	526.093	460.243	1577.210	122.626	2630.324	350.551	3641.675	162.853	4195.098	316.195	4829.192	904.089
835	4.195249	6	419.315	411.090	1562.843	104.948	2697.700	280.220	3689.454	264.597	4314.272	335.338	4646.280	1442.967
836	4.200249	5	427.801	347.701	1595.569	105.215	2738.551	295.262	3759.475	269.167	4393.587	263.093	--undefined--	--undefined--
837	4.205249	5	371.975	529.754	1620.840	148.636	2731.846	402.379	3729.632	144.062	4472.807	268.261	--undefined--	--undefined--
838	4.210249	5	604.720	1480.691	1651.513	388.478	2683.391	427.761	3707.954	140.697	4487.808	407.974	--undefined--	--undefined--
839	4.215249	5	994.672	824.156	1829.135	526.472	2707.450	522.742	3736.037	296.099	4454.987	468.310	--undefined--	--undefined--
840	4.220249	5	1056.254	498.068	1936.092	421.752	2878.456	717.438	3752.820	427.759	4597.662	631.501	--undefined--	--undefined--
841	4.225249	5	1064.302	405.132	1983.292	442.495	2939.180	880.309	3830.906	528.028	4638.975	812.602	--undefined--	--undefined--
842	4.230249	5	1046.315	523.895	1887.665	595.877	2724.318	678.243	3765.634	427.405	4479.724	455.242	--undefined--	--undefined--
843	4.235249	5	930.941	522.616	1842.390	391.357	2672.287	461.446	3686.872	362.928	4492.281	230.829	--undefined--	--undefined--
844	4.240249	5	947.865	811.348	1835.738	330.653	2736.368	631.213	3609.469	425.748	4506.316	315.699	--undefined--	--undefined--
845	4.245249	5	1139.544	1240.864	1878.634	599.573	3228.100	547.339	4223.887	1090.547	4738.325	1125.616	--undefined--	--undefined--
846	4.250249	6	548.589	837.897	1524.588	657.516	2069.728	1092.355	3110.254	537.378	3995.456	461.197	4898.478	511.249
847	4.255249	6	577.023	592.611	1533.650	374.717	2745.140	2436.467	2778.854	693.313	3883.726	572.221	4857.787	361.441
848	4.260249	6	587.675	469.872	1542.269	325.756	2763.634	587.961	3090.607	3689.743	3938.053	551.956	4860.286	598.072
849	4.265249	6	515.102	547.266	1500.283	406.584	2401.577	2101.511	2946.571	403.093	4047.986	265.693	4979.083	567.604
850	4.270249	6	399.837	893.394	1491.881	821.334	1994.641	786.176	3017.353	239.039	4065.548	291.835	4923.824	394.424
851	4.275249	5	1151.401	806.790	1929.115	404.917	3048.094	300.518	3923.991	925.409	4818.437	433.312	--undefined--	--undefined--
852	4.280249	5	1024.555	458.876	1927.217	382.864	2968.674	365.640	3776.078	951.319	4738.331	539.490	--undefined--	--undefined--
853	4.285249	5	994.394	340.543	1796.215	557.559	2865.894	389.902	3915.062	1049.740	4527.675	648.446	--undefined--	--undefined--
854	4.290249	5	1005.385	390.112	1774.853	463.971	2807.263	285.840	3825.731	632.141	4599.672	422.214	--undefined--	--undefined--
855	4.295249	5	853.290	768.708	1753.979	396.555	2793.913	289.579	3934.974	601.623	4621.655	526.212	--undefined--	--undefined--
856	4.300249	5	824.783	1027.549	1846.284	526.356	2858.021	552.228	4088.882	677.860	4721.876	856.176	--undefined--	--undefined--
857	4.305249	5	952.521	775.161	1901.372	545.232	2855.060	645.694	3714.327	1013.593	4665.029	469.462	--undefined--	--undefined--
858	4.310249	6	589.813	764.192	1502.848	787.636	2076.099	714.439	3134.392	440.194	4181.837	1107.696	4823.731	439.074
859	4.315249	6	546.567	520.750	1526.278	477.483	2139.427	865.119	3165.519	405.184	4013.163	1100.558	4880.841	357.495
860	4.320249	6	573.187	615.465	1572.127	452.680	2558.121	1384.896	3179.995	852.248	3810.108	1289.331	4791.012	504.394
861	4.325249	6	531.272	796.927	1420.337	722.430	2287.979	680.937	3206.495	444.280	4125.939	776.943	4797.802	581.832
862	4.330249	6	509.570	749.135	1288.536	561.705	2230.028	537.013	3228.819	336.444	4069.892	468.716	4901.547	528.347
863	4.335249	6	625.267	571.008	1301.102	523.742	2275.204	517.233	3205.471	456.672	4037.168	371.486	4965.959	629.538
864	4.340249	6	695.469	1271.958	1179.685	779.437	2367.442	769.576	3114.818	757.198	4120.642	533.380	4870.640	1108.575
865	4.345249	5	1045.967	486.568	1913.707	465.599	2841.274	356.681	3780.702	656.189	4514.789	496.670	--undefined--	--undefined--
866	4.350249	5	1088.147	672.371	1813.116	465.144	2754.330	429.592	3672.295	562.268	4510.081	420.891	--undefined--	--undefined--
867	4.355249	5	583.300	1040.867	1565.022	434.973	2618.487	523.091	3726.368	1013.809	4409.235	784.200	--undefined--	--undefined--
868	4.360249	6	599.248	679.881	1546.066	328.871	2652.560	421.325	3800.225	944.240	4265.138	3710.718	4675.618	883.860
869	4.365249	6	634.381	547.669	1549.175	331.735	2709.694	647.408	3515.040	1215.247	4421.980	2372.705	4623.696	921.313
870	4.370249	6	499.761	352.119	1510.395	382.717	2307.833	763.505	3078.270	467.812	4108.884	551.320	4940.836	523.114
871	4.375249	6	505.997	278.566	1422.006	374.667	2282.856	682.929	3025.264	576.006	4024.668	370.011	4951.336	433.722
872	4.380249	6	648.029	566.300	1585.466	476.759	1762.086	4505.212	2829.047	408.626	3919.039	422.857	4883.667	658.737
873	4.385249	5	991.623	387.649	1694.861	508.236	2842.792	344.508	3832.280	550.428	4473.585	674.953	--undefined--	--undefined--
874	4.390249	5	1021.771	402.295	1734.258	564.500	2903.603	454.387	3683.024	596.261	4413.303	465.764	--undefined--	--undefined--
875	4.395249	5	968.454	731.215	1788.377	483.635	2892.259	479.312	3624.089	430.950	4547.628	563.512	--undefined--	--undefined--
876	4.400249	5	721.212	932.249	1574.739	422.485	2810.933	523.326	3617.242	384.128	4737.436	706.880	--undefined--	--undefined--
877	4.405249	6	705.723	647.577	1426.064	309.826	2651.824	655.744	3478.153	778.760	3689.412	1379.685	4833.397	431.969
878	4.410249	6	730.337	654.092	1332.752	355.419	2469.265	679.413	3213.264	530.989	3953.830	791.016	4815.932	352.988
879	4.415249	6	729.496	1523.028	1233.886	584.140	2347.004	1321.682	3047.686	569.666	3883.964	932.974	4721.655	458.813
880	4.420249	5	1379.082	770.069	2233.895	1331.350	3090.978	572.155	4093.958	1646.927	4591.619	600.067	--undefined--	--undefined--
881	4.425249	6	424.307	854.585	1510.775	399.316	2472.935	1031.711	3124.055	468.922	3963.124	1237.723	4687.693	349.421
