frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)	F7(Hz)	B7(Hz)	F8(Hz)	B8(Hz)
162	0.830249	7	590.740	538.458	1745.299	324.091	1870.865	1060.439	2880.817	292.178	3668.508	431.048	4364.929	203.087	4873.553	373.059	--undefined--	--undefined--
163	0.835249	7	632.560	1116.875	1503.024	979.453	1877.090	534.255	2855.191	413.437	3653.336	298.202	4399.056	260.154	4930.472	567.741	--undefined--	--undefined--
164	0.840249	7	390.116	380.192	1356.310	417.389	1974.590	325.080	2877.954	425.895	3691.889	313.396	4431.676	416.020	4888.206	935.229	--undefined--	--undefined--
165	0.845249	8	384.452	338.480	1454.199	430.462	1644.244	3267.858	2005.850	579.199	3085.072	481.072	3802.597	621.522	4411.482	421.086	4989.334	733.305
166	0.850249	8	414.157	308.365	1401.735	780.845	1668.564	497.023	2475.387	861.110	3188.246	467.348	4190.185	1297.033	4232.519	456.815	4971.005	603.158
167	0.855249	8	407.444	566.475	1136.156	788.981	1673.883	439.582	2621.113	487.440	3338.192	837.233	3683.569	1260.122	4301.237	314.853	5028.846	512.423
168	0.860249	7	1019.557	404.930	1476.955	1480.565	1835.986	357.174	2826.429	218.525	3614.294	506.731	4333.470	210.588	5064.404	1253.606	--undefined--	--undefined--
169	0.865249	7	945.267	526.325	1456.165	626.565	1982.448	360.234	2833.983	262.835	3559.699	370.528	4342.606	312.970	4799.780	697.696	--undefined--	--undefined--
170	0.870249	7	759.460	873.554	1587.096	502.871	2292.006	347.545	3061.420	1447.246	3557.055	445.059	4362.811	1102.701	4745.558	400.977	--undefined--	--undefined--
171	0.875249	8	246.310	1167.010	958.335	1429.750	1570.872	475.462	2320.349	366.537	3324.040	1070.254	3735.209	463.958	4514.571	697.593	4841.301	467.417
172	0.880249	8	458.146	442.935	1268.007	578.830	1743.002	457.675	2548.986	801.392	3209.621	904.481	3773.022	589.285	4511.460	378.672	5139.397	1066.248
173	0.885249	7	414.382	532.724	1224.088	554.191	1808.271	265.685	2690.921	625.041	3397.310	368.422	4001.302	604.144	4613.271	378.544	--undefined--	--undefined--
174	0.890249	7	329.914	668.158	995.857	435.023	1814.018	205.598	2493.882	573.537	3341.836	409.196	3924.494	381.601	4687.483	432.384	--undefined--	--undefined--
175	0.895249	8	364.868	626.753	986.112	415.543	1755.381	236.177	2373.640	501.313	3209.571	460.131	3887.707	328.400	4588.483	370.172	5209.544	1066.058
176	0.900249	8	426.586	595.336	1176.263	549.473	1709.682	215.842	2440.762	630.697	3178.828	377.391	4197.719	474.896	4281.674	1107.403	4962.577	769.083
177	0.905249	8	367.186	592.609	1170.606	489.561	1689.960	183.128	2424.364	498.817	3144.024	364.231	3820.805	848.933	4329.081	222.904	5008.181	414.244
178	0.910249	7	985.538	294.186	1662.600	179.039	2356.966	308.281	3110.935	271.660	3753.014	393.532	4396.345	172.767	5032.043	304.878	--undefined--	--undefined--
179	0.915249	7	925.867	208.786	1697.850	262.434	2348.745	374.461	3103.225	411.654	3731.412	443.000	4341.611	425.746	4992.519	535.100	--undefined--	--undefined--
180	0.920249	7	899.289	400.906	1738.907	459.797	2536.189	514.237	2658.836	1729.516	3452.162	664.268	4037.642	519.240	4710.232	830.091	--undefined--	--undefined--
181	0.925249	7	904.503	459.950	1679.402	394.806	2461.409	347.429	3107.270	606.851	3515.993	3463.615	3953.448	382.054	4706.094	620.322	--undefined--	--undefined--
182	0.930249	7	1051.357	424.237	1695.804	499.461	2423.891	351.593	2601.603	6016.121	3218.549	417.825	4039.631	367.588	4833.536	321.091	--undefined--	--undefined--
183	0.935249	7	987.421	589.340	1481.567	411.279	2371.007	375.672	3126.635	2748.337	3146.415	493.857	4038.298	416.187	4777.315	336.887	--undefined--	--undefined--
184	0.940249	7	743.254	588.370	1429.829	358.861	2353.780	611.411	3099.347	387.457	3525.974	2708.705	4030.347	530.661	4848.609	375.954	--undefined--	--undefined--
185	0.945249	8	600.139	434.492	1197.776	3780.258	1440.543	377.313	2391.413	967.064	3091.460	421.707	3970.661	482.753	4438.957	2764.182	4842.576	347.140
186	0.950249	7	590.000	408.213	1372.556	341.517	1653.083	1366.743	2515.748	733.033	3285.699	487.555	3985.877	350.065	4751.633	334.663	--undefined--	--undefined--
187	0.955249	8	564.818	605.821	1230.230	385.380	1562.517	1022.786	2352.878	503.294	3231.708	458.530	4043.132	358.291	4574.546	1853.061	4819.050	416.571
188	0.960249	8	503.282	738.914	1203.009	413.218	1482.860	1252.742	2268.329	377.480	3153.878	400.454	4189.253	301.282	4255.679	2129.798	4951.106	447.003
189	0.965249	7	720.156	382.273	1390.726	275.906	2095.765	293.176	3031.234	477.923	3309.634	1143.762	4210.084	307.032	4926.982	621.074	--undefined--	--undefined--
190	0.970249	7	707.738	376.295	1369.325	330.599	2023.263	212.235	3035.813	433.755	3432.877	697.524	4212.388	343.348	4719.192	627.721	--undefined--	--undefined--
191	0.975249	8	478.367	571.628	1100.290	513.634	1869.323	2940.939	1996.342	238.566	3095.072	355.934	3732.332	562.744	4407.342	433.305	5020.825	507.358
192	0.980249	8	453.396	533.120	1015.455	501.196	1813.132	272.307	2565.427	745.275	3022.488	610.556	3772.678	381.161	4501.701	418.438	5070.770	512.937
193	0.985249	8	437.256	450.163	1092.076	672.785	1768.376	333.249	2538.917	404.748	3221.984	565.451	3820.724	715.954	4489.313	571.610	5080.649	673.866
194	0.990249	8	400.343	245.988	1243.139	591.321	1815.272	503.319	2499.432	556.062	3238.492	509.078	3729.403	1093.294	4316.653	345.330	5012.257	337.541
195	0.995249	8	418.339	257.005	1230.953	613.602	1810.783	480.736	2497.019	573.968	3261.401	468.950	3712.492	889.384	4299.235	285.355	4971.266	363.584
196	1.000249	8	465.184	376.729	1343.586	951.337	1724.278	483.088	2509.770	550.465	3224.074	604.232	3677.424	897.931	4249.079	373.412	4974.026	280.813
197	1.005249	8	384.702	503.668	1301.259	774.725	1757.158	506.783	2587.063	622.541	3118.154	610.369	3944.731	443.906	4453.181	1285.984	4918.540	341.866
198	1.010249	7	413.174	471.534	1298.189	483.562	1991.846	620.571	2787.751	325.850	3524.316	700.194	4015.159	302.898	4818.400	394.610	--undefined--	--undefined--
199	1.015249	7	420.160	322.414	1227.164	395.910	1862.993	787.685	2769.447	398.579	3391.118	801.510	4004.711	341.160	4808.878	601.681	--undefined--	--undefined--
200	1.020249	7	487.297	605.071	1357.896	358.043	1998.240	686.052	2840.357	640.979	3410.244	595.011	4076.324	493.464	4922.006	486.769	--undefined--	--undefined--
201	1.025249	7	638.202	481.334	1377.928	226.381	2063.622	293.094	2813.112	495.843	3465.651	371.549	4113.182	412.947	4736.496	571.805	--undefined--	--undefined--
202	1.030249	7	608.470	351.560	1381.168	242.891	2124.565	229.003	2772.009	503.877	3405.776	388.660	4115.677	307.480	4703.463	433.433	--undefined--	--undefined--
203	1.035249	7	606.336	343.416	1410.510	283.951	2142.050	352.900	2777.047	362.751	3535.658	564.323	4061.177	410.160	4761.779	535.460	--undefined--	--undefined--
204	1.040249	7	505.387	300.291	1312.361	430.151	1881.236	813.672	2833.899	357.938	3838.148	424.246	4077.831	1368.962	4984.583	702.235	--undefined--	--undefined--
205	1.045249	7	475.600	272.125	1326.425	268.734	1765.416	644.171	2806.161	328.377	3412.545	703.993	3974.636	405.845	4829.092	380.604	--undefined--	--undefined--
206	1.050249	7	486.063	483.141	1327.754	211.762	1863.309	443.917	2826.928	402.298	3314.827	616.685	4084.229	408.524	4870.819	340.973	--undefined--	--undefined--
207	1.055249	7	368.375	931.012	1292.113	369.424	1981.489	438.082	2635.952	1386.893	3258.416	375.553	4164.423	466.877	4953.660	278.133	--undefined--	--undefined--
208	1.060249	8	445.000	453.001	1242.688	572.666	1808.273	427.796	2326.277	592.644	3247.980	225.478	3954.468	1291.899	4354.747	712.404	4956.516	306.685
209	1.065249	8	457.760	290.624	1209.537	403.538	1802.143	241.365	2369.979	411.847	3215.247	173.385	3935.362	538.594	4542.999	424.702	4960.520	557.825
210	1.070249	8	413.023	227.533	1113.367	291.029	1855.721	303.228	2414.351	431.038	3150.082	409.631	3826.675	388.872	4475.896	375.731	4949.052	443.222
211	1.075249	7	473.216	231.292	1183.639	251.319	2109.945	205.192	2772.307	299.191	3589.948	522.397	4209.791	473.921	4872.906	339.948	--undefined--	--undefined--
212	1.080249	7	529.843	351.910	1195.662	261.483	2082.016	194.526	2803.522	401.586	3369.456	492.934	4137.594	229.946	4847.755	351.007	--undefined--	--undefined--
213	1.085249	7	628.556	421.204	1247.323	366.509	2065.701	305.944	2942.652	546.130	3339.729	689.575	4119.646	327.057	4853.779	497.632	--undefined--	--undefined--
214	1.090249	7	641.476	251.150	1384.419	210.613	2038.753	585.173	2894.488	393.090	3401.083	744.129	4043.286	369.009	4692.016	477.278	--undefined--	--undefined--
215	1.095249	7	606.624	320.713	1406.442	211.114	2006.253	3147.446	2194.824	1159.356	2947.266	313.422	3970.277	306.846	4562.446	678.163	--undefined--	--undefined--
216	1.100249	7	491.566	364.659	1327.631	267.058	1807.795	681.812	2885.357	435.103	2943.887	1375.851	4002.087	264.663	4592.951	639.477	--undefined--	--undefined--
217	1.105249	7	470.629	545.083	1273.016	284.303	1975.116	257.569	2889.168	260.347	3474.348	1138.004	4011.288	382.389	4562.472	408.476	--undefined--	--undefined--
218	1.110249	7	935.569	568.354	1428.445	882.245	2001.294	293.750	2958.221	240.295	3637.103	1315.599	3884.972	578.672	4514.311	249.195	--undefined--	--undefined--
219	1.115249	7	783.486	294.706	1574.262	410.048	2077.605	319.621	2939.197	273.438	3499.705	474.809	4277.573	580.238	4661.615	397.950	--undefined--	--undefined--
220	1.120249	7	701.383	424.129	1413.347	466.991	2102.718	354.740	2804.819	536.626	3439.298	298.189	4308.717	354.440	4751.774	355.969	--undefined--	--undefined--
221	1.125249	8	410.441	446.410	1257.381	384.103	2371.444	793.485	2380.228	1672.120	3354.605	809.732	3608.378	3884.121	4291.726	573.522	4865.253	533.059
222	1.130249	8	415.164	286.206	1218.219	1079.537	1408.250	401.482	2375.117	426.564	3013.131	568.080	3816.484	441.060	4321.063	341.595	4971.532	229.090
223	1.135249	8	420.611	242.163	1289.415	512.984	1891.580	722.718	2221.467	933.212	3027.282	778.895	3662.751	522.081	4277.967	293.078	4995.827	256.620
224	1.140249	8	403.645	416.288	1176.136	552.882	1891.638	334.445	2651.638	953.185	2753.132	1307.386	3566.391	382.892	4341.846	309.228	5047.692	372.439
225	1.145249	8	295.668	790.408	1054.139	507.420	1914.702	701.438	2307.626	818.264	2944.047	823.183	3652.306	469.025	4362.800	348.220	5024.208	437.733
226	1.150249	7	1100.113	426.289	1678.395	881.023	2260.439	433.995	2959.127	526.638	3665.109	400.209	4421.329	242.174	5013.047	292.938	--undefined--	--undefined--
227	1.155249	7	1019.050	530.881	1422.491	871.373	2095.734	543.622	2849.659	522.070	3443.280	463.751	4299.798	463.008	4878.529	394.150	--undefined--	--undefined--
228	1.160249	7	991.758	375.938	1382.892	936.590	2078.365	574.322	3032.743	463.816	3381.941	884.676	4106.311	437.126	4810.932	305.389	--undefined--	--undefined--
229	1.165249	8	300.824	876.556	1115.927	300.515	1875.030	311.047	2957.171	615.245	3348.344	948.020	4063.653	848.346	4468.165	3407.042	4790.006	389.996
230	1.170249	7	397.420	790.082	1183.351	381.524	1883.582	307.653	2709.693	605.197	3391.624	377.419	4078.313	700.880	4841.235	317.987	--undefined--	--undefined--
231	1.175249	7	956.117	379.983	1608.252	520.756	2031.429	916.178	2657.690	710.367	3378.417	476.646	4022.643	528.332	4795.655	256.988	--undefined--	--undefined--
232	1.180249	7	939.685	357.096	1618.962	413.036	1914.458	2051.174	2675.474	571.752	3346.255	607.769	4076.792	489.780	4758.191	250.677	--undefined--	--undefined--
233	1.185249	7	459.771	512.011	1124.746	491.256	1710.668	331.708	2714.789	468.603	3382.317	505.154	4092.940	556.865	4809.427	331.463	--undefined--	--undefined--
234	1.190249	8	446.182	340.139	1187.051	796.698	1749.997	266.861	2645.301	399.008	3431.522	335.371	3524.527	6029.060	4206.724	390.857	5009.575	278.209
235	1.195249	8	453.614	417.226	1071.075	975.636	1740.190	310.805	2606.768	517.927	2862.829	2183.495	3433.956	364.916	4247.213	346.870	5036.775	213.700
236	1.200249	8	420.172	667.497	877.472	869.653	1613.077	506.649	2360.470	320.578	3049.125	271.697	3664.229	484.825	4418.755	385.368	5107.285	375.737
237	1.205249	8	157.160	1428.030	779.370	931.385	1455.477	510.598	2322.984	273.962	3032.459	209.969	3788.248	384.722	4506.029	438.638	5196.268	709.347
238	1.210249	7	769.756	295.714	1418.719	228.737	2212.004	241.577	2947.321	400.044	3762.935	298.477	4559.690	1857.768	4572.653	513.001	--undefined--	--undefined--
239	1.215249	7	802.256	282.048	1451.361	261.154	2164.182	250.046	3030.030	415.849	3692.784	350.038	4470.439	1831.574	4580.971	411.105	--undefined--	--undefined--
240	1.220249	7	840.393	594.083	1564.318	552.093	2226.651	668.547	3189.125	445.206	3692.321	638.838	4495.831	572.189	5020.582	871.234	--undefined--	--undefined--
241	1.225249	7	830.720	480.348	1715.957	407.742	2532.214	615.993	3131.427	612.944	3948.494	470.422	4427.636	642.833	4846.629	786.062	--undefined--	--undefined--
242	1.230249	7	745.067	349.868	1746.379	335.732	2582.641	1043.893	2814.483	247.344	3916.999	224.576	4525.033	333.710	4913.853	1148.845	--undefined--	--undefined--
243	1.235249	7	624.213	477.551	1644.746	407.848	2235.734	1536.881	2743.587	110.888	3757.154	356.140	4002.522	1512.209	4564.563	140.706	--undefined--	--undefined--
244	1.240249	7	744.593	397.762	1593.073	368.992	2262.456	789.215	2755.554	179.300	3646.840	256.263	4461.053	301.748	4576.670	807.304	--undefined--	--undefined--
245	1.245249	7	770.690	363.922	1753.946	347.300	2709.107	395.963	2745.726	698.253	3735.493	254.023	4442.407	161.493	4844.606	674.113	--undefined--	--undefined--
246	1.250249	7	773.631	406.124	1895.318	111.521	2641.886	184.758	3046.913	622.596	3774.523	94.894	4487.876	84.896	4906.940	450.122	--undefined--	--undefined--
247	1.255249	7	676.724	414.552	1888.538	56.384	2730.854	231.360	2810.933	810.319	3751.643	81.031	4493.614	84.553	4896.773	551.832	--undefined--	--undefined--
248	1.260249	7	694.841	489.280	1876.066	78.096	2717.856	100.289	2979.860	1147.681	3737.312	236.415	4522.500	57.717	4879.356	1030.972	--undefined--	--undefined--
249	1.265249	7	752.630	561.821	1844.379	148.738	2705.473	87.994	3148.186	882.455	3805.153	426.551	4519.267	73.610	4869.235	989.244	--undefined--	--undefined--
250	1.270249	7	944.677	646.962	1873.678	178.057	2686.726	120.587	3080.945	674.967	3781.908	146.775	4487.670	111.711	4884.276	689.434	--undefined--	--undefined--
251	1.275249	7	992.931	514.485	1954.036	130.337	2679.842	64.654	3117.683	881.641	3749.487	88.214	4432.565	212.887	4872.613	485.429	--undefined--	--undefined--
252	1.280249	8	71.394	152.818	1104.166	624.758	1977.426	93.814	2657.900	90.441	3003.716	715.151	3736.880	77.668	4425.053	119.618	4944.696	378.107
253	1.285249	8	112.321	105.285	1187.325	841.155	1952.623	74.858	2668.294	71.402	2937.528	853.804	3738.523	150.136	4434.458	51.680	4985.681	331.902
254	1.290249	8	151.069	137.068	1224.896	972.205	1947.356	78.247	2667.863	30.256	3326.617	3504.698	3687.621	167.950	4434.866	78.766	4958.335	463.843
255	1.295249	7	141.064	180.319	1456.726	1304.547	1969.005	144.392	2667.852	40.055	3682.817	132.172	4456.582	120.687	4813.678	580.001	--undefined--	--undefined--
256	1.300249	6	1913.348	1147.430	1996.026	212.465	2691.272	93.574	3680.100	185.253	4437.761	69.032	4734.133	779.496	--undefined--	--undefined--	--undefined--	--undefined--
257	1.305249	7	62.634	442.001	1998.760	217.933	2300.131	1691.739	2698.970	128.664	3717.004	217.951	4436.196	49.897	4876.394	984.952	--undefined--	--undefined--
258	1.310249	7	475.306	445.493	1949.373	240.501	2559.076	1229.847	2681.134	81.904	3727.339	174.508	4434.719	109.237	4869.737	700.874	--undefined--	--undefined--
259	1.315249	7	462.594	279.280	1912.842	96.577	2642.823	46.852	2815.369	1269.896	3745.682	149.747	4385.828	162.730	4818.495	449.424	--undefined--	--undefined--
260	1.320249	7	432.724	363.133	1907.810	58.386	2637.865	50.305	3084.478	810.167	3721.598	178.401	4345.944	144.494	4793.794	328.360	--undefined--	--undefined--
261	1.325249	7	453.500	275.415	1896.002	114.314	2604.767	106.520	2746.222	873.999	3681.510	139.760	4313.965	177.329	4796.481	448.491	--undefined--	--undefined--
262	1.330249	7	444.805	129.105	1869.746	143.180	2552.574	137.585	2636.639	936.907	3705.281	69.904	4407.624	252.466	5136.086	1424.054	--undefined--	--undefined--
263	1.335249	6	452.079	89.219	1882.428	132.223	2529.946	1035.534	2642.080	202.240	3711.519	71.842	4540.072	358.081	--undefined--	--undefined--	--undefined--	--undefined--
264	1.340249	6	453.012	75.080	1902.238	107.593	2372.786	1017.693	2648.235	156.027	3712.092	70.094	4480.750	360.362	--undefined--	--undefined--	--undefined--	--undefined--
265	1.345249	6	459.626	82.379	1894.011	109.763	2213.718	576.145	2628.099	147.629	3724.665	90.051	4450.296	198.325	--undefined--	--undefined--	--undefined--	--undefined--
266	1.350249	7	459.936	51.504	1705.653	1149.162	1901.529	99.052	2575.238	197.926	2890.617	663.377	3733.736	188.344	4465.452	211.525	--undefined--	--undefined--
267	1.355249	7	460.714	50.655	1802.433	971.938	1892.051	117.381	2582.919	140.013	3015.840	497.818	3711.528	198.969	4403.582	301.031	--undefined--	--undefined--
268	1.360249	7	461.692	46.684	1868.687	161.047	1992.317	716.529	2586.988	136.018	3069.786	359.283	3694.103	131.673	4267.364	356.318	--undefined--	--undefined--
269	1.365249	7	459.490	44.215	1859.520	132.956	2075.268	675.664	2587.399	121.241	3089.509	331.720	3696.649	111.191	4251.496	365.189	--undefined--	--undefined--
270	1.370249	7	459.615	49.045	1850.387	112.768	2179.625	679.506	2574.023	142.224	3099.333	309.769	3687.781	120.348	4292.759	329.543	--undefined--	--undefined--
271	1.375249	7	456.670	42.371	1856.213	84.667	2231.005	721.355	2567.235	147.443	3087.984	310.228	3690.404	109.479	4304.725	311.605	--undefined--	--undefined--
272	1.380249	7	456.001	42.577	1856.089	81.855	2279.881	777.527	2555.069	160.086	3063.286	304.447	3680.523	109.651	4300.077	275.527	--undefined--	--undefined--
273	1.385249	7	454.130	34.216	1858.857	72.580	2271.635	713.704	2558.430	137.398	3053.877	264.358	3689.504	99.517	4309.429	221.844	--undefined--	--undefined--
274	1.390249	7	453.298	33.559	1850.573	90.364	2268.990	649.485	2565.646	132.197	3052.407	246.169	3698.474	118.994	4334.871	293.412	--undefined--	--undefined--
275	1.395249	7	455.313	43.550	1854.715	91.167	2214.477	860.535	2552.088	122.006	3071.703	267.601	3704.278	116.032	4300.266	445.581	--undefined--	--undefined--
276	1.400249	7	452.923	47.143	1859.245	75.668	2207.506	912.224	2544.196	116.765	3078.135	262.865	3705.872	104.123	4281.960	474.450	--undefined--	--undefined--
277	1.405249	7	454.283	50.907	1853.536	85.714	2241.070	839.218	2543.070	135.388	3082.806	266.107	3698.098	118.676	4309.477	405.652	--undefined--	--undefined--
278	1.410249	7	453.849	43.183	1852.256	81.565	2210.214	734.143	2546.034	112.598	3075.891	234.269	3696.802	106.239	4267.768	334.513	--undefined--	--undefined--
279	1.415249	7	453.821	44.095	1850.216	79.459	2216.494	678.684	2547.198	106.007	3073.292	224.593	3696.775	106.520	4250.011	309.003	--undefined--	--undefined--
280	1.420249	7	454.481	40.960	1849.861	76.579	2192.825	650.996	2550.544	94.903	3071.097	197.112	3692.039	113.264	4221.718	309.971	--undefined--	--undefined--
281	1.425249	7	452.438	38.821	1847.773	72.679	2195.821	620.868	2551.754	90.013	3069.017	179.818	3684.660	122.472	4207.635	295.432	--undefined--	--undefined--
282	1.430249	7	453.329	39.273	1843.410	81.735	2207.472	619.116	2552.632	97.386	3065.538	180.137	3678.042	141.375	4218.160	278.575	--undefined--	--undefined--
283	1.435249	7	451.528	33.337	1842.911	71.680	2220.590	624.061	2551.325	88.228	3067.289	169.224	3681.389	137.108	4220.728	232.001	--undefined--	--undefined--
284	1.440249	7	453.305	32.935	1836.676	76.334	2208.480	612.144	2550.274	91.908	3070.141	160.537	3677.961	130.126	4227.993	178.177	--undefined--	--undefined--
285	1.445249	7	450.686	28.053	1837.072	76.404	2152.575	645.363	2546.141	75.728	3075.210	150.903	3674.934	127.739	4222.165	196.605	--undefined--	--undefined--
286	1.450249	7	448.745	29.642	1829.705	89.622	2146.287	707.299	2545.859	97.738	3091.772	173.829	3674.325	169.219	4216.809	390.338	--undefined--	--undefined--
287	1.455249	7	448.392	29.580	1827.189	92.116	2227.849	720.693	2558.789	121.125	3115.415	186.067	3680.959	179.776	4233.647	351.219	--undefined--	--undefined--
