frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)	F7(Hz)	B7(Hz)	F8(Hz)	B8(Hz)	F9(Hz)	B9(Hz)	F10(Hz)	B10(Hz)	F11(Hz)	B11(Hz)	F12(Hz)	B12(Hz)
1496	7.500249	12	462.128	132.521	619.180	1005.759	1296.794	364.785	1690.101	246.936	2115.447	337.659	2647.153	41.454	3393.420	70.037	3575.087	164.879	4055.679	68.405	4323.650	459.319	4752.475	348.298	5209.421	253.959
1497	7.505249	11	459.477	101.459	1210.906	260.334	1550.140	194.527	2040.953	288.795	2643.474	23.777	3349.245	179.348	3564.455	267.663	3960.807	1131.166	4037.042	65.858	4611.534	290.432	5198.202	242.423	--undefined--	--undefined--
1498	7.510249	11	448.604	145.350	1168.451	383.019	1572.738	163.071	2167.492	699.445	2641.564	30.040	3241.192	332.268	3549.857	222.299	4000.747	233.860	4104.863	520.490	4609.251	230.026	5179.239	267.412	--undefined--	--undefined--
1499	7.515249	11	534.835	256.334	1053.044	1016.135	1583.685	76.804	2317.384	1138.148	2657.990	47.162	3308.569	949.650	3448.012	198.346	3960.225	412.287	4275.453	402.672	4726.417	861.453	4960.915	473.339	--undefined--	--undefined--
1500	7.520249	11	368.855	482.883	607.641	308.695	1526.701	1359.854	1561.657	83.838	2102.401	523.800	2690.894	47.626	3323.709	182.841	3539.131	173.424	3985.443	220.063	4370.880	160.486	4921.596	106.565	--undefined--	--undefined--
1501	7.525249	11	511.653	235.753	1217.281	501.881	1610.510	123.553	2108.512	322.188	2724.527	55.031	3318.878	300.024	3514.215	130.832	3960.755	145.413	4393.175	246.932	4939.517	196.596	5102.347	975.153	--undefined--	--undefined--
1502	7.530249	11	480.814	212.155	1127.244	418.403	1625.192	110.914	2101.534	326.972	2715.205	85.730	3422.059	146.617	3456.688	558.047	4023.130	174.020	4414.419	487.034	4680.551	816.934	5068.167	296.375	--undefined--	--undefined--
1503	7.535249	11	513.850	260.379	1128.828	403.464	1568.304	174.849	2100.492	189.681	2694.958	62.626	3358.831	696.767	3387.798	110.263	3990.342	182.217	4326.108	150.981	4861.688	357.955	5231.338	818.212	--undefined--	--undefined--
1504	7.540249	11	513.084	171.781	1147.868	447.850	1449.566	173.014	2106.256	195.405	2697.346	60.324	3304.681	1557.078	3399.008	128.742	3742.589	4359.370	3945.549	188.013	4320.029	178.640	4873.567	318.071	--undefined--	--undefined--
1505	7.545249	11	431.931	157.316	956.628	263.919	1427.627	104.789	2020.986	253.824	2507.971	742.088	2746.622	109.399	3390.323	134.824	3833.188	399.298	4089.764	229.563	4547.228	347.571	4990.639	353.268	--undefined--	--undefined--
1506	7.550249	11	407.480	345.824	911.660	152.203	1454.222	152.853	1953.861	239.500	2406.228	659.621	2798.125	61.131	3401.684	122.106	3808.078	222.360	4151.818	266.636	4564.301	297.977	5065.632	187.660	--undefined--	--undefined--
1507	7.555249	11	494.127	419.989	924.661	247.861	1488.076	259.741	1912.693	486.874	2535.426	918.535	2796.281	127.229	3419.363	103.073	3799.504	243.172	4330.093	218.199	4693.183	860.797	5051.394	199.940	--undefined--	--undefined--
1508	7.560249	11	486.228	302.736	999.063	405.464	1488.851	1531.423	1500.175	238.914	2242.602	358.508	2795.451	121.899	3376.536	244.247	3519.643	257.642	4089.799	325.981	4410.771	150.114	4932.399	177.471	--undefined--	--undefined--
1509	7.565249	11	494.210	341.192	928.511	568.193	1521.030	811.939	1542.405	225.187	2255.029	315.933	2803.096	115.390	3329.202	345.943	3508.051	164.409	4078.427	173.849	4434.088	120.637	4948.893	156.564	--undefined--	--undefined--
1510	7.570249	11	556.761	207.476	1010.827	609.193	1479.359	215.799	1744.535	339.373	2367.800	342.443	2863.004	205.240	3410.290	265.833	3499.497	542.040	4080.757	186.922	4476.646	153.130	4974.337	235.403	--undefined--	--undefined--
1511	7.575249	11	563.044	166.826	1085.013	914.193	1308.654	323.733	1728.694	182.616	2283.790	381.350	2865.632	87.433	3332.239	249.280	3623.018	566.415	4174.458	216.291	4539.984	318.580	4901.804	320.011	--undefined--	--undefined--
1512	7.580249	11	562.074	219.643	954.947	879.762	1302.055	225.257	1771.341	159.351	2276.019	267.516	2884.856	63.204	3273.438	156.089	3749.327	407.238	4229.457	231.136	4740.538	262.049	4790.817	1051.907	--undefined--	--undefined--
1513	7.585249	11	482.205	290.807	927.992	418.546	1323.198	209.095	1844.306	141.136	2299.449	157.653	2906.412	93.059	3303.689	201.896	3852.274	273.089	4293.278	376.642	4445.229	1699.401	4779.485	213.244	--undefined--	--undefined--
1514	7.590249	11	471.908	330.632	899.077	413.346	1369.061	262.733	1873.864	143.713	2331.020	257.459	2892.902	235.391	3440.246	864.594	3501.820	609.954	3979.059	276.484	4519.169	284.762	4847.993	332.067	--undefined--	--undefined--
1515	7.595249	11	417.749	591.658	912.061	476.284	1393.689	213.367	1871.739	159.478	2369.436	353.407	2840.633	300.191	3307.454	688.487	3536.782	374.362	3999.989	179.881	4530.626	134.396	4951.968	292.160	--undefined--	--undefined--
1516	7.600249	11	324.464	712.228	1011.823	323.509	1478.357	189.458	1930.526	175.525	2544.578	280.653	2807.939	1303.015	3090.999	610.034	3473.060	218.689	3982.646	225.333	4512.258	126.985	4944.450	241.250	--undefined--	--undefined--
1517	7.605249	10	423.206	877.864	1024.909	392.308	1513.026	237.982	1937.984	133.695	2526.835	188.803	3032.780	439.900	3449.495	257.329	3888.267	336.145	4482.554	223.682	4998.330	418.628	--undefined--	--undefined--	--undefined--	--undefined--
1518	7.610249	11	612.496	506.254	962.364	823.701	1390.356	252.450	1916.074	167.255	2424.304	329.373	2900.604	352.812	3362.159	304.128	3850.499	156.467	4502.501	268.974	4764.419	1098.211	5124.955	287.478	--undefined--	--undefined--
1519	7.615249	11	500.807	287.119	879.144	393.928	1377.244	112.340	1945.010	111.812	2322.973	248.713	2887.093	210.357	3352.435	202.992	3847.770	101.021	4427.545	199.368	4826.418	401.166	5172.311	339.396	--undefined--	--undefined--
1520	7.620249	11	486.372	259.664	864.593	448.558	1390.425	149.108	1965.857	139.571	2269.441	667.429	2809.573	427.743	3338.396	485.993	3843.320	306.273	3877.494	1139.244	4473.481	220.479	4984.724	231.040	--undefined--	--undefined--
1521	7.625249	11	594.797	383.428	802.168	493.979	1462.340	180.677	1918.064	313.117	2430.877	614.375	2875.924	685.308	3013.096	930.624	3552.809	312.732	3960.238	270.608	4459.543	148.447	4984.020	173.293	--undefined--	--undefined--
1522	7.630249	11	611.891	240.778	947.883	483.931	1429.918	239.672	1870.947	329.961	2549.218	364.699	2593.730	674.404	3210.928	438.644	3680.498	310.019	4039.034	545.496	4422.387	191.513	4973.092	131.961	--undefined--	--undefined--
1523	7.635249	11	542.954	221.228	978.229	260.637	1344.787	366.408	1892.072	291.156	2427.961	691.457	2591.474	222.853	3157.920	192.762	3722.806	256.899	4221.445	286.281	4476.163	293.465	4953.569	268.213	--undefined--	--undefined--
1524	7.640249	11	536.516	231.537	964.676	233.789	1355.778	489.440	1874.625	213.575	2395.513	217.142	2783.372	357.997	3234.601	359.867	3748.288	312.881	4305.224	264.868	4645.401	618.942	4805.975	727.049	--undefined--	--undefined--
1525	7.645249	11	527.368	202.273	990.509	169.881	1508.620	256.320	1901.798	126.747	2375.412	243.862	2799.628	210.981	3272.117	364.010	3716.821	295.979	4133.898	199.497	4576.009	341.617	4959.782	391.421	--undefined--	--undefined--
1526	7.650249	11	539.088	412.091	981.786	191.175	1537.408	96.308	1952.678	112.361	2515.472	368.935	2835.275	787.761	3105.522	305.971	3640.617	238.816	4101.575	116.823	4635.963	210.149	4985.333	554.696	--undefined--	--undefined--
1527	7.655249	11	675.796	500.900	1007.812	346.537	1545.088	103.966	2031.233	181.053	2570.130	242.985	2880.499	3939.313	3092.059	245.483	3603.625	219.441	4093.953	208.377	4600.126	229.830	5178.974	764.028	--undefined--	--undefined--
1528	7.660249	11	742.825	468.243	1174.841	258.296	1638.617	185.715	2052.731	253.844	2672.136	193.365	3145.426	589.051	3546.072	449.311	3786.997	814.519	4286.032	432.449	4664.701	331.569	5230.446	288.983	--undefined--	--undefined--
1529	7.665249	12	416.573	486.403	541.582	1274.913	1191.706	315.232	1627.915	429.150	1880.940	512.666	2670.201	382.809	2837.311	780.390	3357.349	211.634	3783.999	506.184	4382.221	523.098	4615.690	337.042	5202.869	242.920
1530	7.670249	12	446.807	379.430	617.572	461.905	1374.189	287.338	1485.878	1051.194	1787.363	433.759	2467.563	257.760	2954.296	337.886	3359.750	131.807	3902.677	390.213	4317.360	607.859	4662.248	257.094	5159.008	256.940
1531	7.675249	12	438.046	311.507	676.811	378.150	1403.392	283.326	1474.052	1291.639	1674.908	548.692	2423.723	167.217	2951.049	262.293	3479.269	254.799	3764.301	553.618	4171.827	345.339	4708.332	140.705	5126.343	220.917
1532	7.680249	12	382.507	381.900	823.943	1140.441	960.054	579.498	1462.037	347.925	1802.315	429.960	2441.592	267.763	2932.006	149.647	3513.645	253.983	3717.986	546.769	4179.357	238.756	4718.531	221.885	5076.793	162.018
1533	7.685249	11	423.394	375.859	1014.803	262.445	1483.962	280.040	1891.580	337.878	2412.697	568.532	2914.303	152.672	3411.692	192.896	3799.029	792.920	4129.272	222.275	4783.981	296.567	5031.453	388.270	--undefined--	--undefined--
1534	7.690249	11	474.063	403.545	1003.468	252.932	1574.462	263.040	1755.424	951.771	2213.218	277.245	2858.505	165.465	3368.459	142.717	4000.086	447.131	4021.002	1487.437	4407.062	642.902	4900.579	325.263	--undefined--	--undefined--
1535	7.695249	11	589.588	380.959	1143.611	440.928	1587.566	200.245	2159.274	206.869	2740.650	533.111	3026.514	680.795	3461.939	273.010	3863.666	875.279	4315.626	393.492	4865.676	372.998	5134.232	1086.854	--undefined--	--undefined--
1536	7.700249	11	565.721	257.396	1309.390	633.335	1586.025	455.528	2068.715	3838.491	2073.402	500.912	2654.978	681.733	3102.511	347.858	3529.775	191.532	4220.259	324.365	4676.804	466.899	5021.278	450.585	--undefined--	--undefined--
1537	7.705249	11	571.436	217.415	1040.109	311.501	1559.860	255.295	1978.415	280.910	2720.901	360.605	2873.911	1780.662	3246.828	283.736	3637.897	308.231	4365.056	357.146	4688.635	584.812	5108.762	511.112	--undefined--	--undefined--
1538	7.710249	11	544.936	165.320	999.297	165.686	1583.362	185.337	2013.486	243.135	2791.371	634.415	2853.768	345.282	3433.591	986.013	3556.849	428.330	4327.023	306.881	4694.161	1545.364	5076.934	451.184	--undefined--	--undefined--
1539	7.715249	11	491.880	172.799	998.858	129.615	1574.058	108.363	1998.016	286.918	2493.414	653.424	2920.683	147.541	2963.380	944.079	3593.041	213.690	4144.406	379.888	4463.711	222.466	5123.070	338.674	--undefined--	--undefined--
1540	7.720249	11	487.309	306.604	1009.674	209.024	1561.366	138.138	1882.907	483.577	2405.591	302.400	2885.229	165.849	3245.813	595.481	3674.969	184.631	4357.484	452.451	4466.233	296.250	5208.739	181.530	--undefined--	--undefined--
1541	7.725249	11	459.043	721.967	980.317	372.644	1499.790	611.651	1660.408	167.195	2395.972	285.797	2801.068	339.396	3120.800	334.139	3663.536	117.685	4326.562	175.934	4617.903	559.265	5155.048	156.452	--undefined--	--undefined--
1542	7.730249	11	422.815	241.342	1046.046	488.211	1462.120	325.278	1671.472	146.630	2360.412	218.299	2793.618	288.983	3089.198	178.313	3645.284	111.304	4268.233	264.345	4529.360	285.617	5111.506	175.481	--undefined--	--undefined--
1543	7.735249	12	381.268	578.013	467.023	388.453	1238.288	337.069	1579.255	124.307	2138.276	463.552	2552.701	502.914	2961.678	225.727	3334.040	296.503	3742.866	294.097	4393.336	300.970	4627.025	451.189	5189.858	254.384
1544	7.740249	12	218.654	570.660	583.532	183.695	1238.980	381.439	1550.303	123.330	2081.960	272.487	2595.698	270.184	2979.134	191.470	3381.517	124.041	3777.926	247.600	4333.814	374.836	4658.154	332.935	5137.327	106.185
1545	7.745249	11	575.560	288.948	1094.719	396.687	1627.470	80.608	2054.400	547.258	2617.216	376.313	2981.333	202.009	3407.531	197.946	3741.587	513.162	4318.342	242.220	4656.089	322.764	5146.564	150.460	--undefined--	--undefined--
1546	7.750249	11	580.982	477.084	1002.092	359.114	1657.718	82.442	1758.571	933.458	2520.744	447.839	2957.284	160.047	3395.901	236.595	3730.613	556.661	4343.163	156.062	4717.725	441.025	5127.915	320.539	--undefined--	--undefined--
1547	7.755249	11	670.769	363.201	991.063	357.423	1614.627	143.491	1860.439	661.752	2419.802	373.488	2900.128	84.391	3375.678	212.086	3860.725	414.232	4321.108	170.375	4690.151	455.051	5104.444	175.086	--undefined--	--undefined--
1548	7.760249	11	708.644	229.301	1311.776	315.070	1693.231	319.762	2072.547	658.324	2634.645	844.505	2860.819	78.401	3396.258	320.544	3840.151	659.667	4265.079	213.660	4615.091	279.780	5109.788	159.536	--undefined--	--undefined--
1549	7.765249	12	326.855	168.870	785.717	150.712	1375.708	118.685	1763.766	272.618	2225.289	459.885	2835.898	90.274	3126.891	2206.564	3257.211	542.705	3595.580	247.193	4227.063	115.178	4637.837	159.669	5114.374	251.143
1550	7.770249	12	353.825	89.132	797.805	134.935	1409.818	226.565	1650.853	422.152	2048.884	404.769	2720.750	352.966	2973.185	254.005	3527.108	660.750	3664.948	298.682	4225.503	151.803	4716.893	207.071	5153.986	336.474
1551	7.775249	12	332.697	67.163	765.049	255.821	1291.007	251.349	1640.636	214.367	2065.734	424.978	2646.756	150.237	2976.330	233.141	3362.320	372.851	3786.813	140.237	4261.646	139.112	4736.831	142.413	5189.308	256.540
1552	7.780249	12	316.849	71.729	842.636	406.960	1290.156	306.650	1696.817	144.176	2374.866	2253.975	2614.431	406.433	2694.428	319.484	3250.671	250.059	3725.963	204.169	4224.232	140.810	4681.902	161.457	5160.419	203.931
1553	7.785249	12	300.282	98.113	880.268	170.062	1414.077	489.829	1656.690	193.635	2398.470	461.766	2620.575	3763.515	2775.187	277.171	3230.241	221.472	3689.757	295.036	4240.708	186.411	4731.756	207.090	5147.266	370.421
1554	7.790249	12	286.226	137.392	910.870	326.400	1167.271	710.636	1623.223	181.338	2093.182	555.099	2542.990	704.554	2873.105	399.845	3287.483	233.138	3703.539	261.734	4275.314	199.969	4758.960	134.865	5169.956	186.855
1555	7.795249	12	290.620	142.388	1048.233	781.305	1062.620	522.746	1652.621	234.771	2161.845	1153.964	2195.140	554.253	2820.169	249.070	3308.596	205.275	3673.279	168.290	4270.683	113.864	4786.862	138.589	5214.844	162.261
1556	7.800249	12	263.446	111.324	914.381	172.418	1314.436	459.549	1682.543	189.343	2258.111	287.704	2325.090	2121.083	2823.238	165.998	3372.706	171.009	3684.306	227.829	4240.170	78.323	4789.229	141.371	5271.602	237.324
1557	7.805249	12	268.603	263.909	950.715	165.160	1212.509	728.560	1650.813	100.571	2238.799	246.782	2824.540	142.353	2850.760	4665.472	3364.340	284.237	3573.074	454.846	4188.259	96.911	4750.530	203.763	5229.995	288.368
1558	7.810249	11	495.704	450.089	993.836	88.754	1644.285	94.160	1763.643	1346.426	2220.024	294.666	2856.059	188.373	3196.761	381.017	3682.534	258.587	4179.855	147.607	4727.560	224.308	5162.590	349.419	--undefined--	--undefined--
1559	7.815249	11	568.025	184.227	998.390	78.039	1577.717	150.348	2025.044	348.085	2265.257	874.782	2763.093	289.749	3216.866	232.581	3697.723	197.957	4174.665	296.698	4714.273	340.464	5135.871	473.061	--undefined--	--undefined--
1560	7.820249	11	554.015	214.007	1028.948	249.407	1546.419	157.296	1554.887	2412.707	2051.845	202.526	2692.361	163.859	3229.285	134.370	3654.585	127.825	4205.409	272.019	4653.053	320.528	5118.251	317.690	--undefined--	--undefined--
1561	7.825249	11	598.275	234.983	1096.026	491.995	1549.228	176.335	1801.160	2718.720	2035.632	236.398	2695.214	183.933	3213.631	198.164	3640.595	111.430	4277.915	121.331	4826.224	483.705	5062.240	304.836	--undefined--	--undefined--
1562	7.830249	11	639.440	355.695	1193.631	458.455	1578.864	144.516	2053.977	252.336	2682.248	169.990	3208.547	310.224	3292.520	2138.609	3643.765	201.919	4255.414	102.649	4920.446	524.782	5110.222	339.222	--undefined--	--undefined--
1563	7.835249	12	339.185	220.107	828.736	550.615	1139.806	341.304	1618.850	165.373	2084.542	342.143	2613.086	194.307	3072.711	241.895	3655.318	212.207	3765.012	1937.484	4213.693	264.448	4658.483	313.348	5184.232	173.797
1564	7.840249	12	307.938	253.214	814.313	381.649	1154.797	367.730	1626.831	364.531	2073.575	384.004	2554.311	256.154	3062.878	263.054	3400.862	1209.122	3720.605	185.244	4246.964	223.734	4650.386	184.202	5214.744	157.987
1565	7.845249	12	269.915	258.801	725.832	376.840	1162.291	304.650	1627.175	261.845	2118.090	297.647	2709.789	382.918	3006.013	1324.849	3215.936	486.257	3753.621	196.277	4250.808	225.304	4690.423	242.370	5220.538	183.590
1566	7.850249	12	309.340	292.789	563.617	549.131	1125.666	169.846	1611.823	302.763	2040.408	387.410	2416.797	477.699	2859.761	236.939	3423.080	183.145	3825.199	157.406	4272.697	262.013	4843.084	120.807	5219.923	348.673
1567	7.855249	12	279.021	255.144	873.988	787.463	1065.745	250.246	1470.251	492.564	2006.814	293.515	2413.471	343.919	2844.974	265.121	3433.409	102.883	3844.529	170.268	4382.472	336.601	4843.578	77.174	5227.821	564.340
1568	7.860249	12	133.105	349.078	874.915	244.389	1188.923	312.361	1632.609	555.624	2130.831	256.476	2557.307	590.961	2909.019	300.663	3453.909	206.967	3970.724	368.140	4355.696	493.230	4808.647	189.367	5100.520	524.975
1569	7.865249	11	757.420	355.255	1239.957	309.078	2044.253	314.671	2082.140	1791.273	2262.532	953.458	2896.885	259.860	3521.216	412.023	3610.941	1030.814	4189.139	235.887	4714.615	187.652	5083.459	240.103	--undefined--	--undefined--
1570	7.870249	11	491.591	311.524	1010.642	238.632	1430.934	240.310	2003.797	255.991	2209.350	569.017	2820.608	281.806	3290.448	284.915	3646.695	388.418	4199.315	190.652	4690.563	299.955	5053.003	158.378	--undefined--	--undefined--
1571	7.875249	11	353.271	373.938	904.056	175.723	1523.273	240.348	1815.820	523.877	2148.137	404.184	2688.349	179.936	3259.520	209.136	3612.750	199.391	4241.089	196.385	4626.777	261.033	5027.317	197.979	--undefined--	--undefined--
1572	7.880249	11	303.699	902.008	872.317	141.340	1522.113	812.268	1635.116	157.803	2178.826	452.833	2624.944	138.228	3275.459	332.101	3587.823	128.678	4192.853	142.581	4624.880	228.044	4973.614	303.039	--undefined--	--undefined--
1573	7.885249	11	255.615	508.618	821.947	373.663	1058.917	359.353	1624.842	156.423	2065.611	395.193	2569.005	124.789	3142.499	285.962	3591.425	134.236	4124.811	256.578	4397.792	408.189	4903.756	205.224	--undefined--	--undefined--
1574	7.890249	11	550.426	480.736	970.419	270.568	1490.617	384.583	1978.544	473.492	2229.807	1241.754	2585.359	281.711	3099.613	326.549	3610.137	189.069	4050.714	309.070	4398.154	201.804	4930.669	151.661	--undefined--	--undefined--
1575	7.895249	11	452.059	723.121	834.723	258.898	1482.543	178.337	1920.322	195.905	2403.015	258.504	3012.895	1017.095	3020.686	306.432	3631.438	262.508	4128.670	296.299	4505.343	302.924	4993.720	406.286	--undefined--	--undefined--
1576	7.900249	11	378.854	678.608	840.269	238.479	1507.756	196.051	1858.593	216.295	2369.936	243.399	2918.580	1073.128	3060.001	231.967	3581.166	259.296	4118.940	226.098	4514.494	232.459	4921.366	272.942	--undefined--	--undefined--
1577	7.905249	11	425.063	1009.194	777.611	276.223	1496.640	317.559	1786.943	331.143	2302.073	375.990	2777.197	520.923	3213.099	456.174	3532.657	310.058	4105.691	179.527	4589.959	239.420	4918.104	337.547	--undefined--	--undefined--
1578	7.910249	12	143.971	344.109	772.117	232.185	1130.151	1324.363	1533.013	151.902	2120.053	318.165	2582.210	475.470	3215.435	584.942	3428.522	289.296	4055.468	1706.524	4129.303	229.251	4669.615	237.667	5153.630	502.785
